age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
45-59,2021-12-12,pp_voc_R[213],1.6529015,1.997666,2.47418,3.134922,4.0897865,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-12,pp_voc_R[214],1.543703,1.889286,2.369785,3.021776,3.8897255,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-12,pp_voc_R[215],1.7998385,2.170418,2.719935,3.508876,4.551091,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-12,pp_voc_R[216],1.6295545,2.046154,2.690385,3.670662,4.955927,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-12,pp_voc_R[217],1.6687455,2.0973,2.689605,3.523232,4.7440625,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-12,pp_voc_R[218],1.617122,1.938542,2.417965,3.154646,4.149727,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-13,pp_voc_R[219],1.7576565,2.129412,2.71735,3.512134,4.708866,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-13,pp_voc_R[220],1.935767,2.310486,2.896055,3.684994,4.7444875,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-13,pp_voc_R[221],2.0647125,2.584624,3.29812,4.435524,6.014381,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-13,pp_voc_R[222],1.767549,2.1815,2.838315,3.733938,4.968341,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-13,pp_voc_R[223],1.841545,2.321056,3.009085,4.023408,5.479598,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-13,pp_voc_R[224],1.6382755,2.027362,2.635855,3.465044,4.721507,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-13,pp_voc_R[225],1.8787865,2.26156,2.817715,3.644858,4.7283055,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-13,pp_voc_R[226],1.9108475,2.328086,2.874605,3.665024,4.709189,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-13,pp_voc_R[227],1.7339575,2.084768,2.603205,3.312642,4.3732665,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-13,pp_voc_R[228],1.8017185,2.172308,2.71033,3.463848,4.48323,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-13,pp_voc_R[229],1.989578,2.42824,3.076825,4.021092,5.2476885,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-13,pp_voc_R[230],1.6447075,2.002298,2.551185,3.313644,4.3997905,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-13,pp_voc_R[231],1.8502615,2.239532,2.768845,3.570718,4.726639,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-13,pp_voc_R[232],1.9218785,2.33824,2.951245,3.81338,4.9884905,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-13,pp_voc_R[233],1.8214535,2.189728,2.726975,3.491068,4.5341215,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-13,pp_voc_R[234],1.7779875,2.207032,2.86226,3.777268,4.996063,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-13,pp_voc_R[235],1.6728285,2.043048,2.55914,3.272444,4.244115,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-13,pp_voc_R[236],1.799957,2.231574,2.848495,3.743684,4.958327,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-13,pp_voc_R[237],1.792961,2.155798,2.680905,3.426644,4.3500075,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-13,pp_voc_R[238],1.289081,1.542308,1.867865,2.303582,2.884465,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-13,pp_voc_R[239],1.294608,1.546764,1.87544,2.322534,2.9539685,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-13,pp_voc_R[240],1.228739,1.464946,1.80591,2.269532,2.896862,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-13,pp_voc_R[241],1.36295,1.651942,2.02287,2.540884,3.218663,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-13,pp_voc_R[242],1.231211,1.569496,2.042475,2.690214,3.609015,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-13,pp_voc_R[243],1.3234605,1.616986,2.058245,2.684402,3.47002,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-13,pp_voc_R[244],1.228691,1.474776,1.81485,2.291718,2.918523,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-14,pp_voc_R[245],1.2556125,1.491126,1.827485,2.2849,2.8938295,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-14,pp_voc_R[246],1.2408805,1.465264,1.775615,2.174548,2.7088795,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-14,pp_voc_R[247],1.4493105,1.76566,2.23527,2.904312,3.865679,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-14,pp_voc_R[248],1.182919,1.42646,1.76704,2.23286,2.821076,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-14,pp_voc_R[249],1.248412,1.51609,1.85421,2.330802,2.93138,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-14,pp_voc_R[250],0.98714005,1.205196,1.473215,1.845802,2.331944,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-14,pp_voc_R[251],1.2094815,1.42659,1.754195,2.169884,2.697059,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-14,pp_voc_R[252],1.269632,1.513212,1.808125,2.228642,2.777326,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-14,pp_voc_R[253],0.99242315,1.194664,1.45083,1.781708,2.215371,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-14,pp_voc_R[254],1.0361265,1.240328,1.47848,1.812366,2.212709,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-14,pp_voc_R[255],1.449916,1.740444,2.170165,2.774766,3.5764345,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-14,pp_voc_R[256],1.3447285,1.607526,1.98056,2.50367,3.198421,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-14,pp_voc_R[257],0.91716215,1.127576,1.394165,1.745338,2.1884405,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-14,pp_voc_R[258],1.1742415,1.389176,1.66805,2.031806,2.541373,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-14,pp_voc_R[259],1.104989,1.31259,1.577175,1.931056,2.3669445,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-14,pp_voc_R[260],0.91070995,1.102176,1.33406,1.619486,1.9841375,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-14,pp_voc_R[261],0.96236825,1.162164,1.416985,1.753484,2.206449,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-14,pp_voc_R[262],0.95126325,1.150256,1.393335,1.699466,2.1177185,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-14,pp_voc_R[263],1.219339,1.495158,1.84594,2.346742,3.0235715,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-14,pp_voc_R[264],1.1746945,1.391976,1.690755,2.118668,2.692911,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-14,pp_voc_R[265],1.000972,1.188398,1.43106,1.739376,2.12965,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-14,pp_voc_R[266],1.071003,1.254408,1.497865,1.830078,2.246193,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-14,pp_voc_R[267],0.9012173,1.0885,1.31786,1.619012,1.9936255,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-14,pp_voc_R[268],1.0109875,1.224944,1.479775,1.821472,2.2826975,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-14,pp_voc_R[269],1.1141955,1.354484,1.675895,2.099502,2.714829,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-14,pp_voc_R[270],1.0942285,1.340272,1.65756,2.07362,2.6093615,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-14,pp_voc_R[271],1.1519965,1.443322,1.829225,2.348756,3.1208045,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-14,pp_voc_R[272],1.068083,1.277922,1.551975,1.915278,2.374448,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-15,pp_voc_R[273],1.100929,1.32836,1.61126,1.989316,2.4828095,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-15,pp_voc_R[274],1.1195725,1.30471,1.56579,1.918926,2.3640845,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-15,pp_voc_R[275],1.3036385,1.599318,2.02797,2.60357,3.3340735,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-15,pp_voc_R[276],1.051675,1.281888,1.5771,1.992822,2.469887,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-15,pp_voc_R[277],1.116499,1.34996,1.64752,2.05472,2.5725415,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-15,pp_voc_R[278],0.87840425,1.071776,1.32847,1.644252,2.05838,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-15,pp_voc_R[279],1.0849325,1.30538,1.58154,1.938432,2.4155245,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-15,pp_voc_R[280],1.1232925,1.319868,1.587595,1.935434,2.4130595,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-15,pp_voc_R[281],0.87163495,1.048058,1.28025,1.57206,1.9224555,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-15,pp_voc_R[282],0.9190612,1.098254,1.31662,1.594486,1.9514925,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-15,pp_voc_R[283],1.2754465,1.548124,1.90345,2.397476,3.0623205,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-15,pp_voc_R[284],1.1902365,1.431668,1.75089,2.192582,2.7458035,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-15,pp_voc_R[285],0.8080178,0.9975612,1.240265,1.532678,1.9047005,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-15,pp_voc_R[286],1.0474285,1.239498,1.493705,1.800626,2.2039395,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-15,pp_voc_R[287],1.10314,1.291432,1.56482,1.920034,2.396031,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-15,pp_voc_R[288],0.90712235,1.106512,1.327385,1.619814,2.0028595,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-15,pp_voc_R[289],0.9448256,1.14828,1.40387,1.73386,2.1546705,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-15,pp_voc_R[290],0.94117945,1.146818,1.37973,1.68494,2.096135,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-15,pp_voc_R[291],1.217128,1.484542,1.84362,2.339622,2.992507,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-15,pp_voc_R[292],1.156993,1.391126,1.69777,2.111384,2.6589655,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-15,pp_voc_R[293],0.98387615,1.17026,1.40404,1.721624,2.111782,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-15,pp_voc_R[294],1.065923,1.255278,1.510265,1.831306,2.2679565,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-15,pp_voc_R[295],0.91033505,1.093068,1.31005,1.591602,1.974226,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-15,pp_voc_R[296],0.99828375,1.215172,1.473735,1.812752,2.269549,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-15,pp_voc_R[297],1.1130775,1.354628,1.65837,2.073162,2.667284,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-15,pp_voc_R[298],1.091338,1.328074,1.649655,2.068124,2.630551,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-15,pp_voc_R[299],1.1668105,1.422602,1.822325,2.37474,3.1051025,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-15,pp_voc_R[300],1.050284,1.260448,1.541985,1.913734,2.3750365,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-16,pp_voc_R[301],1.1117205,1.32297,1.617355,1.987596,2.502194,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-16,pp_voc_R[302],1.088894,1.295602,1.55305,1.901702,2.3507145,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-16,pp_voc_R[303],1.3117855,1.62053,2.046315,2.62281,3.401762,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-16,pp_voc_R[304],1.052454,1.300896,1.598885,1.98805,2.508445,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-16,pp_voc_R[305],1.1155045,1.364238,1.68178,2.088936,2.658933,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-16,pp_voc_R[306],0.88120565,1.091572,1.3525,1.693564,2.0716305,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-16,pp_voc_R[307],1.1029255,1.313374,1.593895,1.961784,2.4675745,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-16,pp_voc_R[308],1.1444895,1.351116,1.623595,1.997466,2.463022,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-16,pp_voc_R[309],0.89446455,1.080166,1.316685,1.611204,1.95963,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-16,pp_voc_R[310],0.9222151,1.11371,1.34477,1.643974,2.0124875,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-16,pp_voc_R[311],1.290522,1.577216,1.963525,2.458914,3.1651965,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-16,pp_voc_R[312],1.2060575,1.457868,1.79932,2.24661,2.8212585,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-16,pp_voc_R[313],0.8362576,1.022288,1.26958,1.578568,1.9857635,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-16,pp_voc_R[314],1.061211,1.253988,1.508245,1.84173,2.2931115,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-16,pp_voc_R[315],1.1233795,1.334498,1.591925,1.95132,2.401953,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-16,pp_voc_R[316],0.93004915,1.111814,1.344265,1.642554,2.023018,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-16,pp_voc_R[317],0.968532,1.186806,1.437455,1.800494,2.2462115,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-16,pp_voc_R[318],0.95426315,1.149608,1.40059,1.709612,2.132571,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-16,pp_voc_R[319],1.2216345,1.480934,1.873345,2.372796,3.086265,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-16,pp_voc_R[320],1.1734975,1.412598,1.73081,2.152994,2.7456065,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-16,pp_voc_R[321],0.9423146,1.130872,1.35624,1.651706,2.02837,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-16,pp_voc_R[322],1.0031805,1.198438,1.44339,1.746788,2.156272,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-16,pp_voc_R[323],0.87809095,1.048822,1.262275,1.531302,1.887726,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-16,pp_voc_R[324],0.9674579,1.163338,1.429585,1.757646,2.200968,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-16,pp_voc_R[325],1.0603315,1.30375,1.60453,1.979088,2.5060935,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-16,pp_voc_R[326],1.0510535,1.294372,1.584395,1.98708,2.4899625,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-16,pp_voc_R[327],1.114465,1.376756,1.74456,2.271124,2.887901,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-16,pp_voc_R[328],1.0038495,1.212734,1.46938,1.828224,2.276829,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-17,pp_voc_R[329],0.9666954,1.159512,1.396635,1.717078,2.1065435,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-17,pp_voc_R[330],1.0029575,1.199622,1.41718,1.737748,2.143542,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-17,pp_voc_R[331],1.2431625,1.511178,1.898465,2.41635,3.1250695,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-17,pp_voc_R[332],0.95375195,1.181544,1.452795,1.81249,2.2591295,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-17,pp_voc_R[333],1.0311035,1.25437,1.53239,1.91678,2.4175665,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-17,pp_voc_R[334],0.88030445,1.07509,1.3304,1.646692,2.016729,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-17,pp_voc_R[335],0.9820781,1.169552,1.40882,1.723578,2.1485275,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-17,pp_voc_R[336],1.040858,1.239946,1.485785,1.782848,2.169973,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-17,pp_voc_R[337],0.71506875,0.8860894,1.09674,1.337952,1.614257,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-17,pp_voc_R[338],0.77191705,0.9439762,1.14798,1.389236,1.6872135,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-17,pp_voc_R[339],1.2208545,1.499638,1.85664,2.343826,3.0067415,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-17,pp_voc_R[340],1.1233305,1.358714,1.666065,2.081314,2.640067,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-17,pp_voc_R[341],0.81175095,0.9975006,1.231035,1.546966,1.8765825,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-17,pp_voc_R[342],0.97394635,1.1503,1.373805,1.657656,2.0472005,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-17,pp_voc_R[343],0.9542716,1.135106,1.35505,1.65209,2.03315,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-17,pp_voc_R[344],0.7005972,0.8522814,1.049045,1.284114,1.5703075,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-17,pp_voc_R[345],0.7832793,0.9692232,1.18219,1.452304,1.81577,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-17,pp_voc_R[346],0.86124925,1.044122,1.26908,1.553932,1.899314,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-17,pp_voc_R[347],1.076106,1.331014,1.673115,2.157214,2.774493,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-17,pp_voc_R[348],1.059569,1.276112,1.572875,1.948892,2.450632,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-17,pp_voc_R[349],0.85091615,1.024474,1.23289,1.494254,1.8086355,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-17,pp_voc_R[350],0.897082,1.075006,1.293635,1.558582,1.912859,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-17,pp_voc_R[351],0.73731615,0.9121628,1.107835,1.364062,1.6756365,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-17,pp_voc_R[352],0.8998351,1.093698,1.343505,1.652866,2.0918275,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-17,pp_voc_R[353],1.005653,1.214676,1.493905,1.861658,2.3187375,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-17,pp_voc_R[354],1.015313,1.226588,1.509075,1.874584,2.3588945,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-17,pp_voc_R[355],1.1040055,1.367606,1.71223,2.183938,2.82668,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-17,pp_voc_R[356],0.9382217,1.132748,1.37723,1.700944,2.104221,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-18,pp_voc_R[357],0.9419626,1.131728,1.37451,1.678938,2.0648045,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-18,pp_voc_R[358],0.9799877,1.163886,1.39847,1.693482,2.071953,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-18,pp_voc_R[359],1.2319215,1.488394,1.845355,2.375496,3.120697,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-18,pp_voc_R[360],0.9427191,1.16053,1.425645,1.78824,2.2236185,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-18,pp_voc_R[361],0.99564385,1.220114,1.51212,1.89023,2.3922585,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-18,pp_voc_R[362],0.87038525,1.055846,1.302315,1.588762,1.9544385,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-18,pp_voc_R[363],0.9533825,1.149034,1.385985,1.705454,2.0786925,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-18,pp_voc_R[364],1.018708,1.21416,1.451045,1.762774,2.1733255,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-18,pp_voc_R[365],0.70950905,0.8734,1.064775,1.312134,1.5900915,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-18,pp_voc_R[366],0.765075,0.9242448,1.12167,1.373108,1.6755545,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-18,pp_voc_R[367],1.212826,1.4743,1.82737,2.338472,3.004895,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-18,pp_voc_R[368],1.101489,1.32938,1.64912,2.056306,2.6419905,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-18,pp_voc_R[369],0.8005243,0.9847296,1.201155,1.48449,1.8503495,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-18,pp_voc_R[370],0.92730015,1.098272,1.321275,1.607012,1.9542315,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-18,pp_voc_R[371],0.9669308,1.154164,1.383755,1.66638,2.0419695,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-18,pp_voc_R[372],0.71613255,0.8772032,1.067195,1.306104,1.574486,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-18,pp_voc_R[373],0.8210327,0.991436,1.214075,1.482268,1.8366105,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-18,pp_voc_R[374],0.89608895,1.069556,1.30547,1.580542,1.941708,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-18,pp_voc_R[375],1.110343,1.361328,1.702755,2.186486,2.8443865,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-18,pp_voc_R[376],1.061832,1.299466,1.59197,1.97983,2.475435,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-18,pp_voc_R[377],0.88516585,1.05169,1.26143,1.524794,1.871754,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-18,pp_voc_R[378],0.94383765,1.10956,1.325255,1.596798,1.93965,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-18,pp_voc_R[379],0.76167195,0.9305432,1.135515,1.390212,1.703066,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-18,pp_voc_R[380],0.92975265,1.123144,1.365445,1.684444,2.06838,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-18,pp_voc_R[381],0.9751593,1.192562,1.470615,1.841074,2.3291185,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-18,pp_voc_R[382],0.99397055,1.217612,1.48328,1.849546,2.3302585,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-18,pp_voc_R[383],1.0997065,1.350856,1.696065,2.195762,2.8300635,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-18,pp_voc_R[384],0.9345791,1.121194,1.37109,1.687354,2.1091825,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-19,pp_voc_R[385],0.926776,1.11236,1.356105,1.673182,2.052148,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-19,pp_voc_R[386],0.9693912,1.150208,1.37137,1.65732,2.022125,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-19,pp_voc_R[387],1.1946635,1.471354,1.82693,2.330722,3.0412815,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-19,pp_voc_R[388],0.94180075,1.14921,1.4162,1.757598,2.228817,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-19,pp_voc_R[389],1.001136,1.215196,1.491615,1.859078,2.3133935,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-19,pp_voc_R[390],0.84091425,1.025986,1.2652,1.5651,1.944101,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-19,pp_voc_R[391],0.92405875,1.112034,1.341,1.632626,1.997845,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-19,pp_voc_R[392],1.000594,1.186186,1.41045,1.718904,2.093206,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-19,pp_voc_R[393],0.68971045,0.8495368,1.040035,1.276518,1.558615,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-19,pp_voc_R[394],0.73633185,0.9011252,1.106735,1.344702,1.6243425,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-19,pp_voc_R[395],1.1871785,1.435534,1.787985,2.249232,2.874891,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-19,pp_voc_R[396],1.095127,1.30592,1.62652,2.01612,2.5595625,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-19,pp_voc_R[397],0.78412605,0.9735596,1.19286,1.477438,1.845342,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-19,pp_voc_R[398],0.92338255,1.090412,1.31144,1.59346,1.9714545,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-19,pp_voc_R[399],0.96231345,1.146662,1.372525,1.660008,2.028735,Posterior prediction,age and region,household,TRUE,sequence,East of England
