age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
45-59,2021-12-20,pp_voc_R[651],0.84696875,1.387088,2.327555,3.821594,6.026395,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-20,pp_voc_R[652],1.1320235,1.832022,2.970805,4.740156,7.4224475,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-20,pp_voc_R[653],0.54360665,0.8961798,1.50118,2.471816,4.1186595,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-20,pp_voc_R[654],1.114126,1.899088,3.194705,5.280644,8.45574099999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-20,pp_voc_R[655],1.193086,1.990374,3.30001,5.449266,8.6511745,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-20,pp_voc_R[656],0.81616615,1.347042,2.301865,3.91461,6.3738335,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-20,pp_voc_R[657],1.0210465,1.66052,2.746405,4.437726,7.3234185,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
60-74,2021-12-20,pp_voc_R[658],1.28436,2.297474,4.2179,7.709272,13.50836,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
75+,2021-12-20,pp_voc_R[659],1.666718,2.723902,4.389925,6.992674,10.972125,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-20,pp_voc_R[660],0.91373675,1.51473,2.607905,4.47812,7.020338,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-20,pp_voc_R[661],0.8641238,1.448044,2.42812,4.00269,6.2540895,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-20,pp_voc_R[662],1.566158,2.55334,4.20479,6.793058,10.61816,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-20,pp_voc_R[663],0.9085641,1.50466,2.54201,4.220216,6.84381049999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-20,pp_voc_R[664],0.7485766,1.239064,2.01056,3.226232,4.986457,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-20,pp_voc_R[665],0.9520277,1.464946,2.2896,3.593422,5.310473,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-21,pp_voc_R[666],1.121492,1.754304,2.787655,4.32176,6.6891705,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-21,pp_voc_R[667],1.2593705,1.899504,2.94628,4.6087,7.1117255,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-21,pp_voc_R[668],1.7427685,3.072822,5.313155,9.254594,15.73657,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-21,pp_voc_R[669],1.124403,1.854406,3.11656,5.173616,8.1999365,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-21,pp_voc_R[670],1.420269,2.2942,3.774755,6.078988,9.6867525,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-21,pp_voc_R[671],1.090714,1.842452,3.062855,5.304716,8.4436525,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-21,pp_voc_R[672],0.90043715,1.474612,2.415955,3.911256,6.0637385,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-21,pp_voc_R[673],1.276951,1.980338,3.071335,4.771622,7.158189,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-21,pp_voc_R[674],0.38077605,0.6586324,1.15798,1.945328,3.2354365,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-21,pp_voc_R[675],0.54451815,0.8899692,1.44426,2.36842,3.7262995,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-21,pp_voc_R[676],1.879825,3.115082,5.348305,9.031498,15.129055,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-21,pp_voc_R[677],1.6318115,2.629584,4.28915,6.918994,11.103965,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-21,pp_voc_R[678],0.8203468,1.374816,2.376285,3.98843,6.4817335,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-21,pp_voc_R[679],0.83666885,1.309608,2.073565,3.249092,4.8547575,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-21,pp_voc_R[680],1.0910695,1.709328,2.74365,4.24807,6.4798325,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-21,pp_voc_R[681],0.46619505,0.8092534,1.37129,2.215368,3.626402,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-21,pp_voc_R[682],0.9536164,1.519358,2.550715,4.153152,6.813057,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-21,pp_voc_R[683],1.142346,1.845828,2.99742,4.924088,7.703349,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-21,pp_voc_R[684],1.4281705,2.571466,4.679205,8.232086,14.094385,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-21,pp_voc_R[685],1.465193,2.375376,3.803155,6.154392,9.61053449999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-21,pp_voc_R[686],0.83024075,1.296686,2.06552,3.259062,5.2389905,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-21,pp_voc_R[687],1.0195325,1.617334,2.532105,3.98172,6.2920455,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-21,pp_voc_R[688],0.4637428,0.7865186,1.31963,2.238452,3.606041,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-21,pp_voc_R[689],1.0662575,1.80805,2.998395,4.9789,8.057971,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-21,pp_voc_R[690],1.081687,1.802536,3.13442,5.269838,8.682807,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-21,pp_voc_R[691],1.3876435,2.220774,3.69027,5.974774,9.5756545,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-21,pp_voc_R[692],1.2948345,2.409698,4.625765,8.233476,14.634205,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-21,pp_voc_R[693],0.889164,1.433,2.32416,3.8733,6.03117449999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-21,pp_voc_R[694],1.19139,1.85715,2.9581,4.759006,7.2363035,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-21,pp_voc_R[695],0.55950645,0.907043,1.52856,2.547366,4.1409125,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-21,pp_voc_R[696],1.19172,1.936244,3.21935,5.292418,8.5907715,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-21,pp_voc_R[697],1.19714,1.984504,3.34606,5.548352,8.9351845,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-21,pp_voc_R[698],0.8321078,1.394294,2.339905,3.921594,6.449281,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-21,pp_voc_R[699],1.040026,1.694996,2.771125,4.65454,7.544819,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
60-74,2021-12-21,pp_voc_R[700],1.30615,2.424768,4.524625,8.17024,13.85215,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
75+,2021-12-21,pp_voc_R[701],1.829775,2.829564,4.473185,7.227632,11.53201,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-21,pp_voc_R[702],0.8936614,1.505056,2.535315,4.257974,6.8646195,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-21,pp_voc_R[703],0.8801866,1.449824,2.395995,3.942418,6.4600555,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-21,pp_voc_R[704],1.542447,2.474894,4.1099,6.57761,10.330785,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-21,pp_voc_R[705],0.8934686,1.468916,2.50053,4.17847,6.584337,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-21,pp_voc_R[706],0.7732247,1.206998,1.94837,3.156524,4.950582,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-21,pp_voc_R[707],0.9274408,1.417622,2.20702,3.449934,5.3642095,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-22,pp_voc_R[708],1.088213,1.66882,2.651935,4.212216,6.6287895,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-22,pp_voc_R[709],1.183326,1.849074,2.87197,4.468942,6.849924,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-22,pp_voc_R[710],1.6916455,2.872164,5.10966,9.065978,15.2462,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-22,pp_voc_R[711],1.1051065,1.819658,3.08876,5.101128,8.1488215,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-22,pp_voc_R[712],1.3593925,2.209832,3.710905,6.02848,9.8418455,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-22,pp_voc_R[713],1.0237305,1.789156,3.102315,5.273782,8.540601,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-22,pp_voc_R[714],0.91402455,1.452548,2.318335,3.77411,5.8977095,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-22,pp_voc_R[715],1.2550375,1.90189,2.939155,4.663814,6.99658,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-22,pp_voc_R[716],0.3729242,0.6664172,1.11963,1.931688,3.0373135,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-22,pp_voc_R[717],0.53200245,0.8653158,1.4176,2.343064,3.7144415,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-22,pp_voc_R[718],1.7397555,3.038408,5.07236,8.817582,14.266305,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-22,pp_voc_R[719],1.487298,2.443386,4.07339,6.807032,10.960345,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-22,pp_voc_R[720],0.83817035,1.40351,2.36169,3.924036,6.151072,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-22,pp_voc_R[721],0.8399964,1.328182,2.10994,3.262986,5.058234,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-22,pp_voc_R[722],1.1465775,1.749028,2.686355,4.176664,6.5174735,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-22,pp_voc_R[723],0.48866145,0.8139282,1.356135,2.243672,3.660196,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-22,pp_voc_R[724],0.9539847,1.536548,2.58296,4.248388,6.87244999999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-22,pp_voc_R[725],1.1816895,1.880978,3.07163,5.047684,7.970734,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-22,pp_voc_R[726],1.432853,2.615682,4.78929,8.434036,14.29451,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-22,pp_voc_R[727],1.4705745,2.382298,3.938645,6.430212,10.145185,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-22,pp_voc_R[728],0.78938595,1.274106,2.003575,3.266108,5.0935055,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-22,pp_voc_R[729],1.056285,1.645046,2.599775,4.100492,6.2372875,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-22,pp_voc_R[730],0.47363445,0.7799482,1.320695,2.180776,3.5429425,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-22,pp_voc_R[731],1.1068335,1.803268,2.971925,5.011422,8.21909949999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-22,pp_voc_R[732],1.128059,1.899308,3.222625,5.369866,8.97800149999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-22,pp_voc_R[733],1.40431,2.294536,3.681415,5.94017,9.39444649999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-22,pp_voc_R[734],1.403861,2.52503,4.667985,8.70784400000001,15.622555,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-22,pp_voc_R[735],0.88862055,1.445498,2.40391,3.937384,6.219264,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-22,pp_voc_R[736],1.273138,1.967396,3.10439,4.868396,7.621426,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-22,pp_voc_R[737],0.54517445,0.902281,1.540295,2.57371,4.05460699999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-22,pp_voc_R[738],1.1812515,1.911366,3.207305,5.261736,8.62310749999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-22,pp_voc_R[739],1.2117005,2.042762,3.33986,5.560552,8.709866,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-22,pp_voc_R[740],0.8287425,1.397268,2.40237,4.054324,6.5127695,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-22,pp_voc_R[741],1.019286,1.676982,2.7915,4.6049,7.202171,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
60-74,2021-12-22,pp_voc_R[742],1.3450705,2.469458,4.40476,7.777194,13.676955,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
75+,2021-12-22,pp_voc_R[743],1.757052,2.792,4.417945,7.005674,10.52474,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-22,pp_voc_R[744],0.9059079,1.5402,2.51558,4.231002,7.059276,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-22,pp_voc_R[745],0.86282445,1.434228,2.40711,4.042378,6.440239,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-22,pp_voc_R[746],1.5178545,2.455476,4.122605,6.503748,10.44778,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-22,pp_voc_R[747],0.88680235,1.51049,2.543985,4.213178,6.7344575,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-22,pp_voc_R[748],0.76558155,1.211752,2.011715,3.18639,4.9620445,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-22,pp_voc_R[749],0.891111,1.411124,2.25205,3.554412,5.607787,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-23,pp_voc_R[750],1.0650315,1.69504,2.60968,4.098526,6.247844,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-23,pp_voc_R[751],1.250708,1.916686,2.91993,4.46529,6.6691405,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-23,pp_voc_R[752],1.663185,2.901892,5.10618,9.187332,15.257785,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-23,pp_voc_R[753],1.1015835,1.876296,3.102085,5.133672,8.34420399999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-23,pp_voc_R[754],1.3951885,2.267072,3.77455,6.10626,9.7335935,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-23,pp_voc_R[755],1.0798595,1.865036,3.139225,5.315992,8.6325275,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-23,pp_voc_R[756],0.9103645,1.506768,2.43933,3.932384,6.1629575,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-23,pp_voc_R[757],1.272091,1.97881,3.072065,4.781296,7.42779299999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-23,pp_voc_R[758],0.39248715,0.6756446,1.173545,1.955434,3.175013,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-23,pp_voc_R[759],0.5313107,0.86739,1.430365,2.356394,3.826198,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-23,pp_voc_R[760],1.83598,3.118768,5.26627,8.788864,14.46951,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
15-29,2021-12-23,pp_voc_R[761],1.6210805,2.558324,4.25454,6.918432,11.301505,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-23,pp_voc_R[762],0.8535585,1.415316,2.426125,3.985964,6.7089965,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-23,pp_voc_R[763],0.8849669,1.378986,2.180755,3.398018,5.3058135,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-23,pp_voc_R[764],1.174315,1.804888,2.864605,4.44425,6.69853249999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-23,pp_voc_R[765],0.4955194,0.8160562,1.35138,2.244312,3.6472425,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-23,pp_voc_R[766],0.95086185,1.54581,2.58866,4.309148,6.8025875,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-23,pp_voc_R[767],1.214159,1.944892,3.14493,5.080336,8.29571699999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-23,pp_voc_R[768],1.5386385,2.657724,4.80361,8.640598,15.2291,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
30-44,2021-12-23,pp_voc_R[769],1.5648975,2.451602,3.960535,6.430922,10.236635,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-23,pp_voc_R[770],0.8554545,1.352844,2.15273,3.365098,5.1132675,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-23,pp_voc_R[771],1.095198,1.69581,2.652685,4.148636,6.376459,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-23,pp_voc_R[772],0.4728009,0.769439,1.312805,2.24172,3.551586,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-23,pp_voc_R[773],1.119179,1.7883,3.02631,4.983054,8.1754625,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-23,pp_voc_R[774],1.0890755,1.848956,3.18098,5.390002,8.540193,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-23,pp_voc_R[775],1.339462,2.225566,3.700365,6.056772,9.789055,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-23,pp_voc_R[776],1.3363915,2.410596,4.611215,8.411648,14.29892,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-23,pp_voc_R[777],0.86315405,1.40704,2.34215,3.872114,6.11939399999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-23,pp_voc_R[778],1.2131025,1.915922,3.033555,4.80862,7.4713475,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-23,pp_voc_R[779],0.5639891,0.900999,1.554405,2.555832,4.137745,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-23,pp_voc_R[780],1.1235415,1.874308,3.16849,5.18922,8.3526695,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-23,pp_voc_R[781],1.1783835,1.968616,3.31675,5.572164,8.753981,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-23,pp_voc_R[782],0.845182,1.38975,2.33135,3.919142,6.316298,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-23,pp_voc_R[783],1.043121,1.674522,2.77675,4.484978,7.0979395,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
60-74,2021-12-23,pp_voc_R[784],1.313669,2.391668,4.30202,7.656052,12.97313,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
75+,2021-12-23,pp_voc_R[785],1.7173735,2.712754,4.334475,6.8756,10.92468,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-23,pp_voc_R[786],0.89547785,1.514506,2.59206,4.297694,7.016496,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-23,pp_voc_R[787],0.8665271,1.42915,2.354255,3.93763,6.265981,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-23,pp_voc_R[788],1.4861485,2.408904,3.891185,6.522784,10.421045,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-23,pp_voc_R[789],0.8923043,1.499594,2.5325,4.161982,6.644542,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-23,pp_voc_R[790],0.7175185,1.1859,1.94858,3.131596,4.85769849999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-23,pp_voc_R[791],0.91666645,1.40998,2.22431,3.388558,5.052134,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
,2021-12-05,pp_voc_R[1],1.538537,1.685636,1.86332,2.07807,2.347621,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-05,pp_voc_R[2],1.4446675,1.57723,1.75255,1.953724,2.2093305,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-05,pp_voc_R[3],1.474474,1.605936,1.770885,1.969032,2.197311,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-06,pp_voc_R[4],1.552025,1.691434,1.8633,2.078578,2.3489095,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-06,pp_voc_R[5],1.4403305,1.586378,1.749125,1.960704,2.2081415,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-06,pp_voc_R[6],1.3054595,1.453748,1.63947,1.855586,2.1121845,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-06,pp_voc_R[7],1.469308,1.607484,1.76797,1.96513,2.1980265,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-07,pp_voc_R[8],1.5415445,1.684532,1.86669,2.091798,2.3341705,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-07,pp_voc_R[9],1.4455425,1.583606,1.75211,1.964282,2.211712,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-07,pp_voc_R[10],1.312777,1.462396,1.64144,1.852902,2.095709,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-07,pp_voc_R[11],1.474107,1.604696,1.770155,1.968928,2.1955595,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-08,pp_voc_R[12],1.4511545,1.601256,1.773665,1.987164,2.2379135,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-08,pp_voc_R[13],1.4319665,1.585598,1.765965,1.978458,2.213606,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-08,pp_voc_R[14],1.377292,1.506838,1.65867,1.841522,2.051574,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-08,pp_voc_R[15],1.589949,1.743684,1.941025,2.188864,2.4577165,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-09,pp_voc_R[16],1.5847065,1.75481,1.953345,2.194754,2.501935,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-09,pp_voc_R[17],1.5766765,1.745836,1.96034,2.212614,2.5108415,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-09,pp_voc_R[18],1.491415,1.639038,1.813255,2.037028,2.299315,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-09,pp_voc_R[19],1.5930855,1.739974,1.939085,2.17277,2.4658425,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-10,pp_voc_R[20],1.496508,1.668172,1.87484,2.137458,2.4385255,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-10,pp_voc_R[21],1.5969405,1.748528,1.95903,2.206082,2.5082715,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-10,pp_voc_R[22],1.593657,1.752094,1.94181,2.20217,2.503911,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-10,pp_voc_R[23],1.488672,1.63577,1.8127,2.03145,2.296193,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-10,pp_voc_R[24],1.587281,1.745928,1.942745,2.186402,2.4896095,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-11,pp_voc_R[25],1.47331,1.616082,1.79309,1.994722,2.23573,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-11,pp_voc_R[26],1.70802,1.875078,2.080875,2.341124,2.656184,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-11,pp_voc_R[27],1.5984065,1.772608,1.976425,2.231292,2.5432225,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-11,pp_voc_R[28],1.4883395,1.655662,1.848785,2.077748,2.351501,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-11,pp_voc_R[29],1.497654,1.654328,1.84483,2.072832,2.3504395,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-11,pp_voc_R[30],1.629947,1.780828,1.965705,2.193492,2.485894,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-12,pp_voc_R[31],1.473345,1.617504,1.78593,1.99653,2.2448625,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-12,pp_voc_R[32],1.7058665,1.87104,2.08155,2.34154,2.6686835,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-12,pp_voc_R[33],1.5972725,1.765926,1.97287,2.237698,2.5274125,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-12,pp_voc_R[34],1.4727245,1.62233,1.813255,2.034554,2.2773255,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-12,pp_voc_R[35],1.4732035,1.633198,1.817495,2.037138,2.303062,Posterior prediction,region,household,TRUE,sequence,North West
,2021-12-12,pp_voc_R[36],1.6007585,1.748358,1.93375,2.147066,2.403653,Posterior prediction,region,household,TRUE,sequence,South West
,2021-12-13,pp_voc_R[37],1.443817,1.581408,1.746445,1.942568,2.1690615,Posterior prediction,region,household,TRUE,sequence,East of England
,2021-12-13,pp_voc_R[38],1.6887395,1.85657,2.055155,2.302396,2.5995545,Posterior prediction,region,household,TRUE,sequence,London
,2021-12-13,pp_voc_R[39],1.577628,1.734892,1.937155,2.176968,2.4517315,Posterior prediction,region,household,TRUE,sequence,Midlands
,2021-12-13,pp_voc_R[40],1.469257,1.625856,1.801165,2.029074,2.301927,Posterior prediction,region,household,TRUE,sequence,North East and Yorkshire
,2021-12-13,pp_voc_R[41],1.4737105,1.626532,1.816425,2.0274,2.2895685,Posterior prediction,region,household,TRUE,sequence,North West
