age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
30-44,2021-12-10,pp_voc_R[234],2.6019015,3.530382,4.954015,7.313796,10.71572,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-10,pp_voc_R[235],2.4878625,3.297288,4.46152,6.301866,8.912699,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-10,pp_voc_R[236],2.288592,3.14445,4.454885,6.38053,9.45738,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-10,pp_voc_R[237],2.73817,3.642006,5.007095,7.015008,9.75815,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-10,pp_voc_R[238],2.3918305,3.181692,4.32242,6.018678,8.4527415,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-10,pp_voc_R[239],2.185448,2.954086,4.16618,6.08007,8.965036,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-10,pp_voc_R[240],2.6337285,3.499782,4.813395,6.836996,9.736223,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-10,pp_voc_R[241],2.5029005,3.375388,4.77324,6.968658,10.070715,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-10,pp_voc_R[242],2.1484465,3.043382,4.36034,6.584814,10.11005,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-10,pp_voc_R[243],2.238198,3.05451,4.266345,6.105942,8.91338449999999,Posterior prediction,age and region,household,TRUE,sequence,South West
60-74,2021-12-10,pp_voc_R[244],2.424739,3.261696,4.578835,6.604118,9.5744075,Posterior prediction,age and region,household,TRUE,sequence,East of England
60-74,2021-12-10,pp_voc_R[245],2.4310225,3.24657,4.358555,6.080852,8.724603,Posterior prediction,age and region,household,TRUE,sequence,London
60-74,2021-12-10,pp_voc_R[246],2.3744915,3.310514,4.701235,6.9494,10.660075,Posterior prediction,age and region,household,TRUE,sequence,Midlands
60-74,2021-12-10,pp_voc_R[247],2.322956,3.187214,4.584285,6.742828,9.9402055,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
60-74,2021-12-10,pp_voc_R[248],2.4931665,3.449792,4.92095,7.148296,10.42567,Posterior prediction,age and region,household,TRUE,sequence,North West
60-74,2021-12-10,pp_voc_R[249],2.3906875,3.29141,4.737405,6.98112,10.29417,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-10,pp_voc_R[250],2.6406425,3.534178,4.904465,7.023316,9.9481535,Posterior prediction,age and region,household,TRUE,sequence,East of England
75+,2021-12-10,pp_voc_R[251],2.3566055,3.188582,4.383,6.175146,8.889368,Posterior prediction,age and region,household,TRUE,sequence,London
75+,2021-12-10,pp_voc_R[252],2.1783785,3.049702,4.338945,6.459554,9.263315,Posterior prediction,age and region,household,TRUE,sequence,Midlands
75+,2021-12-10,pp_voc_R[253],2.4639655,3.374208,4.80386,7.004932,10.14781,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
75+,2021-12-10,pp_voc_R[254],2.3429885,3.159186,4.394035,6.357236,9.1902635,Posterior prediction,age and region,household,TRUE,sequence,North West
75+,2021-12-10,pp_voc_R[255],2.4841375,3.471386,5.029885,7.439596,10.89061,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-10,pp_voc_R[256],2.3761945,3.173294,4.434345,6.297758,9.1664105,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-11,pp_voc_R[257],2.352735,3.173616,4.3377,6.231142,9.004763,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-11,pp_voc_R[258],2.311257,2.980978,4.01531,5.558928,7.6621535,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-11,pp_voc_R[259],2.3816355,3.33905,4.736265,6.916936,10.013715,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-11,pp_voc_R[260],2.611645,3.594944,5.168515,7.560488,11.00424,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-11,pp_voc_R[261],2.1211865,2.959366,4.21225,6.228772,9.2331385,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-11,pp_voc_R[262],2.6617765,3.483384,4.70431,6.490738,9.1366985,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-11,pp_voc_R[263],2.7721805,3.596426,4.833685,6.600566,9.3036285,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-11,pp_voc_R[264],2.3509715,3.11175,4.23838,6.09427,8.798366,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-11,pp_voc_R[265],2.568032,3.329178,4.461305,6.141034,8.545313,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-11,pp_voc_R[266],2.9684635,3.872526,5.275955,7.613788,10.6704,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-11,pp_voc_R[267],2.196268,2.920436,4.05379,5.879416,8.350269,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-11,pp_voc_R[268],2.610363,3.455336,4.58399,6.33935,8.838445,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-11,pp_voc_R[269],2.7766845,3.635084,4.95296,6.944838,9.868872,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-11,pp_voc_R[270],2.568102,3.372024,4.52924,6.255042,8.672523,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-11,pp_voc_R[271],2.3723585,3.26049,4.664555,6.784566,9.84963549999999,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-11,pp_voc_R[272],2.258637,2.998462,4.059935,5.70309,8.083071,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-11,pp_voc_R[273],2.5229095,3.396868,4.763535,6.962836,10.117685,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-11,pp_voc_R[274],2.500068,3.258446,4.384495,6.073048,8.568263,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-11,pp_voc_R[275],2.6951475,3.552896,4.79225,6.625232,9.1428105,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-11,pp_voc_R[276],2.592151,3.361482,4.556545,6.226022,8.7215275,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-11,pp_voc_R[277],2.384086,3.159488,4.34463,6.050746,8.5478135,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-11,pp_voc_R[278],3.0109515,3.932824,5.38201,7.538104,11.0975,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-11,pp_voc_R[279],2.5579245,3.588258,5.390985,8.084896,12.14013,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-11,pp_voc_R[280],2.593037,3.535428,5.020895,7.428508,11.31155,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-11,pp_voc_R[281],2.441149,3.279372,4.44814,6.329432,8.9693905,Posterior prediction,age and region,household,TRUE,sequence,South West
60-74,2021-12-11,pp_voc_R[282],2.7426845,3.559762,4.88365,6.831796,9.74761449999999,Posterior prediction,age and region,household,TRUE,sequence,East of England
60-74,2021-12-11,pp_voc_R[283],2.473259,3.197904,4.314635,5.978892,8.4636055,Posterior prediction,age and region,household,TRUE,sequence,London
60-74,2021-12-11,pp_voc_R[284],2.158267,2.9132,4.122395,5.751274,8.50657899999999,Posterior prediction,age and region,household,TRUE,sequence,Midlands
60-74,2021-12-11,pp_voc_R[285],2.431802,3.350984,4.802135,6.98831,10.73959,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
60-74,2021-12-11,pp_voc_R[286],2.52306,3.438518,4.911255,7.182364,10.39195,Posterior prediction,age and region,household,TRUE,sequence,North West
60-74,2021-12-11,pp_voc_R[287],2.2458215,3.059016,4.21415,6.040586,8.784488,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-11,pp_voc_R[288],2.8876325,3.966516,5.56626,7.971674,11.298945,Posterior prediction,age and region,household,TRUE,sequence,East of England
75+,2021-12-11,pp_voc_R[289],2.7054855,3.591006,4.969865,7.184306,10.538485,Posterior prediction,age and region,household,TRUE,sequence,London
75+,2021-12-11,pp_voc_R[290],2.164922,3.028726,4.234495,6.00048000000001,8.5145565,Posterior prediction,age and region,household,TRUE,sequence,Midlands
75+,2021-12-11,pp_voc_R[291],2.316024,3.402844,5.325435,8.264476,13.74942,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
75+,2021-12-11,pp_voc_R[292],2.437638,3.269808,4.477585,6.29044,9.0910585,Posterior prediction,age and region,household,TRUE,sequence,North West
75+,2021-12-11,pp_voc_R[293],2.649455,3.523848,4.99834,7.15866,10.36871,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-11,pp_voc_R[294],2.5351335,3.252166,4.376045,6.08184,8.527001,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-12,pp_voc_R[295],2.7950575,3.726664,5.12087,7.404424,10.493755,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-12,pp_voc_R[296],2.653742,3.46741,4.71043,6.663712,9.3143965,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-12,pp_voc_R[297],2.983,4.02683,5.761015,8.479676,12.247295,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-12,pp_voc_R[298],2.4030195,3.288182,4.726425,6.830224,9.94061949999999,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-12,pp_voc_R[299],2.6248845,3.534652,5.052635,7.332914,10.840975,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-12,pp_voc_R[300],2.0801725,2.907132,4.136365,5.974432,8.8462445,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-12,pp_voc_R[301],2.613955,3.399928,4.60075,6.367288,8.8143365,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-12,pp_voc_R[302],2.7456795,3.502778,4.71707,6.51048,9.0532465,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-12,pp_voc_R[303],2.216955,2.904784,3.95546,5.556166,7.794277,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-12,pp_voc_R[304],2.4100355,3.090046,4.17403,5.798156,7.9718985,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-12,pp_voc_R[305],2.731012,3.59193,4.914035,6.91338,10.11132,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-12,pp_voc_R[306],2.0614505,2.78304,3.83127,5.452856,7.84008199999999,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-12,pp_voc_R[307],2.4337045,3.165406,4.268885,5.878696,8.0758565,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-12,pp_voc_R[308],2.6011655,3.384922,4.571285,6.449028,8.8056985,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-12,pp_voc_R[309],2.415772,3.142036,4.230805,5.803314,7.9136635,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-12,pp_voc_R[310],2.1979095,3.08138,4.342955,6.403464,9.46385399999999,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-12,pp_voc_R[311],2.147108,2.814082,3.777135,5.256548,7.483573,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-12,pp_voc_R[312],2.341973,3.145418,4.41611,6.362152,9.1857255,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-12,pp_voc_R[313],2.3279265,3.009194,4.043405,5.657648,7.886907,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-12,pp_voc_R[314],2.5781145,3.291936,4.465275,6.18229,8.5230765,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-12,pp_voc_R[315],2.453966,3.189066,4.27356,5.899726,8.02711049999999,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-12,pp_voc_R[316],2.201709,2.90474,3.929455,5.561376,7.807949,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-12,pp_voc_R[317],2.74632,3.62802,4.974595,7.01816,9.844857,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-12,pp_voc_R[318],2.3251835,3.360954,4.89953,7.43827,11.62481,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-12,pp_voc_R[319],2.5384965,3.409232,4.845,7.173522,10.63977,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-12,pp_voc_R[320],2.287922,3.08529,4.230635,6.10735,8.733523,Posterior prediction,age and region,household,TRUE,sequence,South West
60-74,2021-12-12,pp_voc_R[321],2.833897,3.712084,5.01184,7.098522,10.17822,Posterior prediction,age and region,household,TRUE,sequence,East of England
60-74,2021-12-12,pp_voc_R[322],2.6079795,3.357504,4.51322,6.28167,8.860995,Posterior prediction,age and region,household,TRUE,sequence,London
60-74,2021-12-12,pp_voc_R[323],2.225201,2.991524,4.243085,6.173602,8.626977,Posterior prediction,age and region,household,TRUE,sequence,Midlands
60-74,2021-12-12,pp_voc_R[324],2.4942235,3.455668,4.8742,7.127888,10.712335,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
60-74,2021-12-12,pp_voc_R[325],2.519004,3.506686,5.03339,7.411464,10.7562,Posterior prediction,age and region,household,TRUE,sequence,North West
60-74,2021-12-12,pp_voc_R[326],2.347819,3.128908,4.36702,6.259268,8.867002,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-12,pp_voc_R[327],2.9950645,4.056968,5.719415,8.260922,12.04065,Posterior prediction,age and region,household,TRUE,sequence,East of England
75+,2021-12-12,pp_voc_R[328],2.768433,3.679004,5.135575,7.287522,10.85469,Posterior prediction,age and region,household,TRUE,sequence,London
75+,2021-12-12,pp_voc_R[329],2.3454775,3.137144,4.343545,6.166894,8.93178,Posterior prediction,age and region,household,TRUE,sequence,Midlands
75+,2021-12-12,pp_voc_R[330],2.3869755,3.499538,5.365485,8.532446,13.510895,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
75+,2021-12-12,pp_voc_R[331],2.544924,3.40731,4.65511,6.669952,9.516532,Posterior prediction,age and region,household,TRUE,sequence,North West
75+,2021-12-12,pp_voc_R[332],2.7511705,3.646072,5.15643,7.410722,10.877165,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-12,pp_voc_R[333],2.6306095,3.373428,4.57716,6.249332,8.4422115,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-13,pp_voc_R[334],2.910261,3.834636,5.27899,7.562792,11.1221,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-13,pp_voc_R[335],2.7349455,3.592074,4.848795,6.84313,9.8003575,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-13,pp_voc_R[336],3.09566,4.131636,5.957165,8.730826,13.10667,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-13,pp_voc_R[337],2.4293435,3.291044,4.709895,6.915736,10.274015,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-13,pp_voc_R[338],2.6169925,3.653096,5.19949,7.599786,11.5106,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-13,pp_voc_R[339],2.197293,2.967002,4.27949,6.218146,9.2723325,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-13,pp_voc_R[340],2.6593585,3.511168,4.73813,6.535738,9.2870125,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-13,pp_voc_R[341],2.8121705,3.659034,4.84345,6.648326,9.242638,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-13,pp_voc_R[342],2.4060485,3.159506,4.293355,6.090732,8.605545,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-13,pp_voc_R[343],2.606267,3.404856,4.528945,6.326114,8.90249199999999,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-13,pp_voc_R[344],2.964623,3.940532,5.433725,7.615078,11.235975,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-13,pp_voc_R[345],2.223943,3.009182,4.19175,6.134186,8.856887,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-13,pp_voc_R[346],2.6465655,3.483648,4.7215,6.493546,9.328631,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-13,pp_voc_R[347],2.810027,3.709124,5.043375,7.005292,10.06977,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-13,pp_voc_R[348],2.6421205,3.431508,4.624405,6.389546,9.1391765,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-13,pp_voc_R[349],2.4573345,3.36573,4.761665,7.062324,10.76001,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-13,pp_voc_R[350],2.2959345,3.01441,4.16324,5.82873,8.1661045,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-13,pp_voc_R[351],2.531971,3.419796,4.84211,7.0058,9.9675365,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-13,pp_voc_R[352],2.5094795,3.27252,4.415305,6.149092,8.7036875,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-13,pp_voc_R[353],2.4320905,3.255296,4.364135,6.065216,8.3223785,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-13,pp_voc_R[354],2.38841,3.0919,4.14874,5.735164,7.990711,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-13,pp_voc_R[355],2.156049,2.875746,3.88238,5.524678,7.843885,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-13,pp_voc_R[356],2.723563,3.570086,4.93151,6.883126,9.689424,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-13,pp_voc_R[357],2.2226735,3.224064,4.84085,7.23043,11.28547,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-13,pp_voc_R[358],2.4069575,3.333114,4.717285,6.918946,10.27027,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-13,pp_voc_R[359],2.2778545,3.015182,4.18208,5.906996,8.42445849999999,Posterior prediction,age and region,household,TRUE,sequence,South West
60-74,2021-12-13,pp_voc_R[360],2.5244265,3.322636,4.53522,6.375972,8.9433785,Posterior prediction,age and region,household,TRUE,sequence,East of England
60-74,2021-12-13,pp_voc_R[361],2.3322085,3.02914,4.133705,5.61243,7.772413,Posterior prediction,age and region,household,TRUE,sequence,London
60-74,2021-12-13,pp_voc_R[362],2.0285365,2.708106,3.83423,5.573704,8.1700835,Posterior prediction,age and region,household,TRUE,sequence,Midlands
60-74,2021-12-13,pp_voc_R[363],2.2514515,3.119868,4.445785,6.58795,9.87448449999999,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
60-74,2021-12-13,pp_voc_R[364],2.327348,3.125034,4.500125,6.582986,9.637344,Posterior prediction,age and region,household,TRUE,sequence,North West
60-74,2021-12-13,pp_voc_R[365],2.123611,2.865864,3.911755,5.48606,7.897176,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-13,pp_voc_R[366],2.735419,3.67096,5.132965,7.456944,10.74129,Posterior prediction,age and region,household,TRUE,sequence,East of England
75+,2021-12-13,pp_voc_R[367],2.450335,3.351396,4.661525,6.663076,9.776678,Posterior prediction,age and region,household,TRUE,sequence,London
75+,2021-12-13,pp_voc_R[368],2.0836865,2.79919,3.94275,5.676384,8.2713295,Posterior prediction,age and region,household,TRUE,sequence,Midlands
75+,2021-12-13,pp_voc_R[369],1.173468,1.755956,2.711075,4.190878,6.4058675,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
75+,2021-12-13,pp_voc_R[370],1.329436,1.781662,2.407815,3.28704,4.538172,Posterior prediction,age and region,household,TRUE,sequence,North West
75+,2021-12-13,pp_voc_R[371],1.346069,1.846722,2.486385,3.461108,4.7970945,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-13,pp_voc_R[372],1.331983,1.718016,2.249135,3.029898,3.968171,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-14,pp_voc_R[373],1.3692255,1.758264,2.317535,3.13658,4.274501,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-14,pp_voc_R[374],1.354832,1.706114,2.196345,2.951308,3.9531525,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-14,pp_voc_R[375],1.61044,2.199074,3.07168,4.34678,6.2121195,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-14,pp_voc_R[376],1.254285,1.652474,2.2243,2.992852,4.037354,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-14,pp_voc_R[377],1.3311345,1.7665,2.36824,3.251628,4.3343985,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-14,pp_voc_R[378],0.9790153,1.31365,1.76041,2.385944,3.2500715,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-14,pp_voc_R[379],1.312826,1.714894,2.21999,2.924348,3.922655,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-14,pp_voc_R[380],1.3939665,1.732614,2.274795,2.999478,3.9440265,Posterior prediction,age and region,household,TRUE,sequence,East of England
15-29,2021-12-14,pp_voc_R[381],1.011543,1.29113,1.69734,2.278944,3.026612,Posterior prediction,age and region,household,TRUE,sequence,London
15-29,2021-12-14,pp_voc_R[382],1.046336,1.359358,1.768575,2.319702,3.066639,Posterior prediction,age and region,household,TRUE,sequence,Midlands
15-29,2021-12-14,pp_voc_R[383],1.6350565,2.159912,2.89546,4.032932,5.771792,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
15-29,2021-12-14,pp_voc_R[384],1.493975,1.924956,2.579195,3.579088,5.0098215,Posterior prediction,age and region,household,TRUE,sequence,North West
15-29,2021-12-14,pp_voc_R[385],0.906982,1.186868,1.60655,2.172952,2.951192,Posterior prediction,age and region,household,TRUE,sequence,South East
15-29,2021-12-14,pp_voc_R[386],1.267495,1.608068,2.05991,2.713408,3.617881,Posterior prediction,age and region,household,TRUE,sequence,South West
30-44,2021-12-14,pp_voc_R[387],1.354265,1.725752,2.258805,2.94172,3.9012365,Posterior prediction,age and region,household,TRUE,sequence,East of England
30-44,2021-12-14,pp_voc_R[388],1.0566355,1.356104,1.757235,2.315072,3.079202,Posterior prediction,age and region,household,TRUE,sequence,London
30-44,2021-12-14,pp_voc_R[389],1.0783955,1.44636,1.93906,2.618024,3.618762,Posterior prediction,age and region,household,TRUE,sequence,Midlands
30-44,2021-12-14,pp_voc_R[390],1.0475875,1.357548,1.776975,2.354148,3.100087,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
30-44,2021-12-14,pp_voc_R[391],1.425808,1.92953,2.63464,3.642116,5.1122305,Posterior prediction,age and region,household,TRUE,sequence,North West
30-44,2021-12-14,pp_voc_R[392],1.3368455,1.748918,2.312425,3.123812,4.2710025,Posterior prediction,age and region,household,TRUE,sequence,South East
30-44,2021-12-14,pp_voc_R[393],1.0984805,1.41656,1.855995,2.4324,3.1890475,Posterior prediction,age and region,household,TRUE,sequence,South West
45-59,2021-12-14,pp_voc_R[394],1.2136355,1.539688,1.99681,2.643796,3.4957715,Posterior prediction,age and region,household,TRUE,sequence,East of England
45-59,2021-12-14,pp_voc_R[395],0.9916581,1.265612,1.653935,2.196036,2.9382105,Posterior prediction,age and region,household,TRUE,sequence,London
45-59,2021-12-14,pp_voc_R[396],1.145093,1.457622,1.92113,2.59393,3.5305485,Posterior prediction,age and region,household,TRUE,sequence,Midlands
45-59,2021-12-14,pp_voc_R[397],1.3071045,1.72343,2.28942,3.086632,4.300529,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
45-59,2021-12-14,pp_voc_R[398],1.239629,1.644864,2.24259,3.06651,4.2832795,Posterior prediction,age and region,household,TRUE,sequence,North West
45-59,2021-12-14,pp_voc_R[399],1.3541725,1.80588,2.553255,3.637802,5.1850875,Posterior prediction,age and region,household,TRUE,sequence,South East
45-59,2021-12-14,pp_voc_R[400],1.212512,1.56418,2.080445,2.76518,3.7176225,Posterior prediction,age and region,household,TRUE,sequence,South West
60-74,2021-12-14,pp_voc_R[401],1.346578,1.70712,2.218035,2.964802,3.927739,Posterior prediction,age and region,household,TRUE,sequence,East of England
60-74,2021-12-14,pp_voc_R[402],1.0581925,1.343256,1.75162,2.342404,3.1096645,Posterior prediction,age and region,household,TRUE,sequence,London
60-74,2021-12-14,pp_voc_R[403],1.0438485,1.37502,1.822835,2.459836,3.3685455,Posterior prediction,age and region,household,TRUE,sequence,Midlands
60-74,2021-12-14,pp_voc_R[404],1.1656295,1.53261,2.049435,2.809666,3.8833395,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
60-74,2021-12-14,pp_voc_R[405],1.1050775,1.510536,2.072645,2.889518,4.0539455,Posterior prediction,age and region,household,TRUE,sequence,North West
60-74,2021-12-14,pp_voc_R[406],0.96637985,1.26888,1.692175,2.236834,2.9863125,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-14,pp_voc_R[407],1.53792,1.963378,2.626905,3.569688,4.9168275,Posterior prediction,age and region,household,TRUE,sequence,East of England
75+,2021-12-14,pp_voc_R[408],1.323888,1.727798,2.31158,3.133474,4.2956305,Posterior prediction,age and region,household,TRUE,sequence,London
75+,2021-12-14,pp_voc_R[409],0.9944714,1.305142,1.739805,2.344062,3.134475,Posterior prediction,age and region,household,TRUE,sequence,Midlands
75+,2021-12-14,pp_voc_R[410],1.2576435,1.694204,2.342855,3.294288,4.496798,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
75+,2021-12-14,pp_voc_R[411],0.99500925,1.302362,1.72272,2.333274,3.192927,Posterior prediction,age and region,household,TRUE,sequence,North West
75+,2021-12-14,pp_voc_R[412],1.1194815,1.466824,1.93558,2.60672,3.5118675,Posterior prediction,age and region,household,TRUE,sequence,South East
75+,2021-12-14,pp_voc_R[413],1.1422345,1.448212,1.86145,2.415228,3.1958825,Posterior prediction,age and region,household,TRUE,sequence,South West
0-14,2021-12-15,pp_voc_R[414],1.2149045,1.581928,2.090835,2.792098,3.7856825,Posterior prediction,age and region,household,TRUE,sequence,East of England
0-14,2021-12-15,pp_voc_R[415],1.204759,1.531442,1.990405,2.603892,3.4734235,Posterior prediction,age and region,household,TRUE,sequence,London
0-14,2021-12-15,pp_voc_R[416],1.4934465,2.02547,2.80365,3.922346,5.532768,Posterior prediction,age and region,household,TRUE,sequence,Midlands
0-14,2021-12-15,pp_voc_R[417],1.136621,1.514366,2.015565,2.743214,3.7210645,Posterior prediction,age and region,household,TRUE,sequence,North East and Yorkshire
0-14,2021-12-15,pp_voc_R[418],1.185979,1.586064,2.122015,2.908942,4.026535,Posterior prediction,age and region,household,TRUE,sequence,North West
0-14,2021-12-15,pp_voc_R[419],0.90309975,1.20498,1.60626,2.168154,2.9645205,Posterior prediction,age and region,household,TRUE,sequence,South East
0-14,2021-12-15,pp_voc_R[420],1.2050375,1.547054,2.008875,2.640252,3.5290105,Posterior prediction,age and region,household,TRUE,sequence,South West
15-29,2021-12-15,pp_voc_R[421],1.2698415,1.60312,2.08101,2.69578,3.615064,Posterior prediction,age and region,household,TRUE,sequence,East of England
